Product,Pid,TotalSale,TotalComment,TotalRevenue,Net. (kg)
包邮 Molyneux萌力优金装3段 幼儿奶粉6罐装 新西兰原装原罐进口,20796523771,3,0,5310,0
婴幼儿奶粉正品 Nestle/雀巢能恩1段900g克听装奶粉 雀巢1段奶粉,21094691694,136,26,28444,0.9
明一a尔法盾婴幼儿牛奶粉3段 婴儿奶粉3段1200g,21078983267,0,0,0,1.2
【8折特惠】雅士利奶粉 a金装较大婴儿配方奶粉2段900g,20888328870,7,1,1274,0.9
买2罐送好礼】安全放心奶粉 飞鹤 超级飞帆婴幼儿配方3段900g听装,21023640881,50,12,11110,0.9
美赞臣奶粉 3段安儿宝A+ 1200g三袋装 进口奶源,20810192543,0,0,0,1.2
惠氏原装进口启赋3段高端幼儿乐婴儿配方奶粉900g 整箱包邮 4月产,21183204730,43,4,13545,0.9
2听包邮 Nestle/雀巢能恩3段900g克幼儿奶粉听装 雀巢奶粉正品,21094751599,25,8,4356,0.9
Karicare可瑞康婴儿奶粉1段 新西兰进口金装可瑞佳牛奶粉,19445661644,2,4,140,0
【六盒包邮】Nestle/雀巢能恩3段400g克幼儿奶粉盒装 雀巢三段,21094891500,194,26,12028,0.4
美赞臣 安儿健A+ 4段1200g*4盒装 儿童配方奶粉,21015296429,0,0,0,1.2
13.4BEINGMATE/贝因美超级特选冠军宝贝成长奶粉3段750克 BYM7223,21170979697,0,0,0,0.75
惠氏S-26金装健儿乐较大婴儿和幼儿配方奶粉900g*4罐 惠氏2段,21182543981,0,0,0,0.9
Karicare可瑞康 婴儿奶粉2段 900g 宝宝配方奶粉 适合6-24个月,20522544453,3,1,630,0.9
明一天籁慧贝较大婴儿奶粉2段 奶粉2段牛奶粉900g,21079995465,0,0,0,0.9
美赞臣4段 奶粉900g安儿健A+儿童配方牛奶粉3-6岁,20996247370,35,9,5460,0.9
进口奶源 惠氏金装幼儿乐3段婴儿配方奶粉 盒装三联装 1200g,21182932458,0,0,0,1.2
Karicare 可瑞康金装婴幼儿奶粉一段 1段 原装原罐,21302451824,0,0,0,0
Ausnutria/澳优奶粉一段 金装澳优爱优较大婴儿配方奶粉1段800g,21317375699,1,0,228,0.8
惠氏s-26 金装学儿乐 学龄前儿童配方奶粉400g盒装4段适用于3-7岁,21202635365,37,8,2368,0.4
【买2送1】新西兰纽瑞滋金装较大婴儿配方奶粉2段1000g 进口奶粉,21029756391,19,6,1660,1
明一乳白a尔法奶粉1段 婴儿牛奶粉一段 900g*2听装 1800g,21158720157,3,1,1224,0.9
14年2月单次拍4盒发货贝因美金装较大婴儿奶粉450g二段2段,21181843971,56,4,2380,0.45
飞鹤超级飞帆1段400g 婴幼儿配方奶粉 盒装 婴儿奶粉正品,20992235563,0,0,0,0.4
YumYum欣美儿新西兰原装原罐进口婴幼儿配方牛奶粉1段900g,21317552131,4,3,1272,0.9
雀巢超级能恩2段适度水解防过敏800g克奶粉 德国原装进口 2听包邮,21103887766,168,37,47268,0.8
德国原装进口 雀巢超级能恩1段 800g奶粉,21131904343,0,0,0,0.8
明一a尔法盾3段1-3周岁婴儿奶粉三段900g听装 正品特价 包邮,20519667568,22,3,5962,0.9
进口奶源 Wyeth惠氏金装健儿乐2段/二段婴儿配方奶粉 4维营养,21160488929,0,0,0,0
人之初奶粉3段 爱加力 幼儿营养配方奶粉 袋装 400g 买四送一,20133804666,102,12,5610,0.4
13年5 WISSUN/明一α尔法盾婴幼儿奶粉2段1200克 MY7541,20100206277,0,0,0,1.2
新包装Friso美素佳儿荷兰原装进口金装奶粉3段900g*4部分包邮,21318800908,34,21,24310,0.9
年中大促【整箱】贝因美金美正装3段幼儿配方奶粉1-3岁400g*12袋,21355964136,34,13,11560,0.4
惠氏s-26 金装健儿乐较大婴儿配方奶粉400g盒装2段牛奶粉,21202395394,41,13,3772,0.4
厂家正品授权 400克金装伊利1段 2013年10月份最新包装步步益货,20860619439,0,0,0,0.4
雀巢超级能恩1段适度水解预防过敏800g克奶粉 德国进口婴儿奶粉,21103987242,316,73,93285,0.8
美赞臣 安婴儿A+ 婴儿配方奶粉 1段1200g*4 正品保证,21014232295,0,0,0,1.2
瑞士进口 雀巢瑞铂能恩一1段适度水解配方800克奶粉 高端奶粉,21160991357,0,0,0,0.8
品店 森永3段幼儿配方奶粉900g罐装,21406751259,1,1,199,0.9
明一金智婴婴幼儿牛奶粉3段 婴儿奶粉3段1200g,21079491911,0,0,0,1.2
【包邮送399元骑行箱】新西兰可瑞康karicare金装3段奶粉900g*6罐,21069527304,95,51,108300,0.9
厂家正品授权 400克伊利金领冠2段 2014年2月份最新包装+公司积分,20861239579,142,6,8236,0.4
雅培奶粉 金装智护100 喜康力奶粉2段6-18个月400g盒装,21376455924,81,4,4774,0.4
年中大促【整箱】贝因美金美正装2段婴儿配方奶粉袋装400g*12袋,21355684811,9,5,3078,0.4
【爱婴室】美赞臣1段奶粉400g*3安婴儿A+ 155843,21415884879,0,0,0,0.4
Abbott/雅培丹麦原装进口欧盟菁智奶粉3段 1-3岁900g罐装,21360043757,23,3,6877,0.9
全国包邮新西兰Karicare可瑞康金装婴幼儿3段牛奶粉三段900克/听,20135320035,7,1,1330,0.9
两瓶送爽身粉 伊利金领冠奶粉三段900g 金领冠三段900g,21386463270,46,9,6322,0.9
圣元我的天使经典6号佳盾3段奶粉 900g/克【买2送1】【14年6月】,21485580209,22,6,4576,0.9
明一a尔法盾1段0-6个月婴儿奶粉 婴儿牛奶粉一段900g听 新鲜日期,20510179343,0,0,0,0.9
伊利奶粉 伊利金装奶粉900g二段 新升级 步步益 6到18个月,21386671348,6,0,702,0.9
圣元“我的天使”经典6号佳盾方1段奶粉900g/克听装 14年5月,21485060238,6,0,1248,0.9
雀巢超级能恩2段适度水解防过敏800g克奶粉 德国进口,21266907174,1,1,290,0.8
YumYum欣美儿新西兰原装原罐进口婴儿配方牛奶粉1段400gX12罐,21559759329,0,0,0,0.4
YumYum欣美儿新西兰原装原罐进口幼儿配方牛奶粉3段900gX6罐,21417228118,0,0,0,0.9
雅培金装智护100（婴儿喜康宝)奶粉1段 0-12个月900g罐装,21377087772,0,0,0,0.9
Ausnutria/澳优 海普诺凯1897婴儿奶粉三段450g 100%荷兰原装进口,18996493017,1,1,238,0.45
【整箱】贝因美金美正装1段奶粉婴儿配方奶粉900g*6罐,21355332551,8,5,3992,0.9
伊利奶粉 伊利金装奶粉900g三段 新升级配方 步步益 1到3岁,21509071802,24,8,2712,0.9
Wyeth/惠氏S-26新配方金装健儿乐6-18个月婴幼儿奶粉2段900g,21447395398,3,1,528,0.9
karicare可瑞康2段 新西兰原装进口可瑞佳二段金装婴儿奶粉900g,20513912936,40,5,8398.4,0.9
厂家正品授权 有公司防伪码 400克金装太子乐3段 2014年最新货,21651916418,14,2,490,0.4
厂家正品授权 400克金装太子乐金100 3段 2013年最新日期原箱货,21652456460,15,3,675,0.4
New Baylor纽培乐 幼儿配方奶粉3段 原装进口官方正品 4罐装,21689267868,0,0,0,0
【江浙沪皖整箱包邮】圣元优博2段400g 较大婴儿配方奶粉 新包装,21551952472,111,9,7151.25,0.4
8折优惠 商城正品】雅士利 a金装3段婴儿配方奶粉 400g盒装 3段,20132522160,4,0,220,0.4
新包装 新效期 Friso美素佳儿4段 儿童配方奶粉900g 荷兰原装进口,21242431568,5,3,844.8,0.9
包邮欧比佳欧健奶粉 荷兰原装原罐进口婴儿奶粉3段罐装800克,21689151559,21,4,7518,0.8
【美羚旗舰店】金装多养慧睿悦婴儿配方羊奶粉1段900克听装0-6月,19964153403,0,0,0,0.9
YumYum欣美儿新西兰原装原罐进口婴幼儿配方牛奶粉1段400g,21519907273,1,1,169,0.4
【天猫超市】惠氏 爱尔兰进口奶粉 启赋奶粉3阶段400g/听,21757888958,28,8,4760,0.4
完达山 金装育儿慧 1段 婴儿配方奶粉 400g盒装 婴儿奶粉正品,21420695669,17,1,816,0.4
2听包邮 雀巢奶粉 雀巢能恩4段900克金牌成长奶粉 3--6岁儿童奶粉,21403759451,46,2,7352,0.9
厂家正品授权 400克伊利金领冠1段 2014年3月份最新包装原箱产品,20864999381,57,4,3648,0.4
伊利3段金装3段幼儿配方奶粉3段三段婴幼儿1-3岁 盒装400g克,21728907711,9,2,405,0.4
Newbaze/纽贝滋/进口奶源/金装三段幼儿配方奶粉400g盒装,21786259083,23,6,1926,0.4
Newbaze/纽贝滋/进口奶源/金装二段幼儿配方奶粉400g盒装,21786111319,4,1,340.4,0.4
Newbaze/纽贝滋/进口奶源/剖安素二段配方奶粉900g听装,21789379981,0,0,0,0.9
伊利2段金装2段较大婴幼儿配方婴幼儿奶粉二段6-18月听装900g克/,21729327028,3,1,396,0.9
YumYum欣美儿新西兰原装原罐进口幼儿配方牛奶粉3段900gX2罐,21417580216,1,0,636,0.9
Newwest Sunshine/纽西阳光 优护幼儿配方奶粉800g 3段三段,21809315350,13,2,3484,0.8
Karicare 可瑞康金装婴幼儿奶粉 二段2段 2罐 原装原罐,21753523689,0,0,0,0
原装进口雀巢超级能恩2段 800g*2罐 6-18个月,21270379203,14,5,8189.98,0.8
Wyeth/惠氏启赋幼儿配方奶粉3段900g听装 1-3岁婴儿,21842388231,10,2,3240,0.9
Wyeth/惠氏 智学因子升级配方金装学儿乐（新配方） 900g 四段,21740491468,2,0,270,0.9
惠氏 S-26智学因子升级配方金装爱儿乐400g 1段0-12个月牛奶粉,21842347407,0,0,0,0.4
2罐包邮 雀巢能恩升级配方 2段奶粉6-18月 900g罐装 婴儿配方奶粉,21845479797,0,0,0,0.9
Newwest Sunshine/纽西阳光 新西兰原装进口 800g 二段,21809243271,6,0,1608,0.8
雀巢奶粉 能恩 3段 雀巢能恩3段400克 配方奶粉 (1-3岁) 400g/盒,21582820870,4,0,260,0.4
Karicare可瑞康/可瑞佳 金装婴儿奶粉1段900g整箱 共5400g 进口粉,21122487455,0,0,0,0.9
Wyeth/惠氏启赋新生婴儿配方奶粉1段900g听装0-1岁新生儿,21841404013,2,0,714,0.9
美素佳儿 金装美素力婴儿配方奶粉0-6月1段400g 美素1段13年8月,21701960914,87,41,10440,0.4
美赞臣 安学健 A+ 儿童配方奶粉 5段 400g 盒装 6岁以上,21855616517,0,0,0,0.4
【清仓甩卖】有机珍品菁智配方奶粉3段900g 较大婴儿适用全国包邮,21238759403,5,1,750,0.9
【爱婴室】MANJOHNSON/美赞臣 安儿宝A+ 900g 三段,21434252501,0,0,0,0.9
两罐减10元贝因美 908g冠军宝贝婴幼儿新生配方牛奶粉4段特价新,21906935824,56,8,6608,0.908
ONCARE旺儿佳 新西兰原罐原装进口 2段婴儿配方奶粉(乳粉) 组合装,21776440538,6,1,4428,0
美赞臣 安儿宝 A+ 幼儿配方奶粉 3段 1200g 三联包,21851924054,0,0,0,1.2
全国两罐减10包邮贝因美冠军宝贝宝宝成长配方牛奶粉908g2段二,21906911100,12,3,1812,0.908
Nestle/雀巢超级能恩2段800g罐装 6-18月婴幼儿配方奶粉 德国进口,21466007842,1,0,285,0.8
爱荷美（荷兰）EKO BABY进口婴幼儿有机配方奶粉2段6-12个月,21955511207,0,0,0,0
Molyneux萌力优1段 婴儿配方奶粉6罐装 新西兰原装原罐进口,21943515325,0,0,0,0
Newbaze/纽贝滋/进口奶源/金装二段较大婴儿奶粉400g袋装,21743075440,173,17,11796.8,0.4
新装惠氏 S-26智学因子升级配方 金装幼儿乐婴幼儿奶粉3段三联包,21961259781,0,0,0,0
两罐减10贝因美金装爱+ 婴幼儿配方奶粉3段1000g 牛奶粉新包装,21906507824,75,14,18000,1
惠氏 S-26智学因子升级配方金装爱儿乐900g 1段0-12个月牛奶粉,21842135207,0,0,0,0.9
Wyeth/惠氏S-26金装幼儿乐幼儿配方奶粉3段 900G *2罐装,21922335502,5,29,1550,0.9
【爱婴室】 MANJOHNSON/美赞臣 安婴儿A+ 900g 一段,21429672010,0,0,0,0.9
买就送 爱必达较大婴儿配方奶粉2段900克6-12个月 新西兰原装进口,21802184847,0,0,0,0.9
两罐减10元贝因美授权冠军宝贝宝宝成长配方奶粉二2段1000g牛奶粉,21906071190,2,1,332,1
Nestle/雀巢超级能恩3段800g罐装 1-3岁婴幼儿配方奶粉 德国进口,21466679719,2,0,490,0.8
Nestle/雀巢 雀巢能恩1段900g雀巢能恩奶粉一段罐装正品,21807539002,280,85,58272.2000000001,0.9
美赞臣 安儿健 A+ 儿童配方奶粉 4段 900g 罐装 3岁以上 正品,21851784594,0,0,0,0.9
官方直营伊利金装1段0-12个月婴儿配方奶粉900g*2听/正品热销推荐,15465136689,7,1,2492,0.9
厂家正品授权 900克圣元优博剖腹产专用1段 2013年9月货,21980499557,1,0,178,0.9
伊利2段金领冠2段较大婴幼儿配方奶粉6-18月二段听装900g克/罐,21721767094,63,17,9576,0.9
贝因美 冠军宝贝 12-36个月 婴幼儿宝宝配方奶粉3段405g盒装 正品,21575703437,519,44,30730,0.405
DutchCow荷兰乳牛原装进口婴儿奶粉1段900gx6罐性价比最优不上火,18996791678,0,0,0,0.9
Molyneux萌力优金装1/一段 婴儿配方奶粉2罐 新西兰原装原罐进口,21943027035,0,0,0,0
Bellamys贝拉米 澳洲原装进口较大婴儿有机奶粉2段 900g*1罐 二段,21980451695,15,2,5970,0.9
Mead Johnson/美赞臣3段1200g*4盒 安儿宝A+配方奶粉三段,21924087099,220,175,163372,1.2
Bellamys贝拉米 澳洲原装进口 婴儿有机奶粉1段 900g*2罐 一段,21980699275,7,2,5572,0.9
Ausnutria/澳优 海普诺凯1897婴儿奶粉3段900g 100%荷兰原装进口,19951234176,0,0,0,0.9
美赞臣 安儿宝A+幼儿配方奶粉 3段 4800g整箱装 内含1200g盒装4盒,22016764213,0,0,0,4.8
【6罐送好礼】君宝康铁强化配方牛奶粉 婴幼儿铁强化奶粉3段,21700668089,226,40,51528,0
荷兰牛栏奶粉Nutrilon诺优能 婴幼儿配方奶粉3段800g*2罐,22028619785,1,0,400,0.8
GOLD+系列 咔哇熊cowal新西兰原罐原装进口奶粉3段1-3岁200g,21911327592,0,0,0,0.2
14年5月Wyeth/惠氏金装健儿乐2段奶粉900克 智学因子配方 HS0212,22007947183,0,0,0,0.9
Bellamys贝拉米 澳洲原装进口 婴儿奶粉有机1段 900g*1罐 一段,21980115360,13,9,5174,0.9
美赞臣 安婴宝2段1200G*2盒三联包较大婴儿配方奶粉 进口奶源,21877183603,0,0,0,1.2
Mead Johnson/美赞臣1段1200g*4盒 安婴儿A+婴幼儿配方奶粉,21923443316,110,61,117736,1.2
贝因美金装爱+新生儿配方奶粉1段900g 官方授权店,22022619322,15,0,2985,0.9
惠氏WyethS-26新配方金装健儿乐1200g 2段6-18个月婴儿奶粉,21588139145,0,0,0,1.2
Wyeth/惠氏S-26金装学龄前儿童配方奶粉400g/盒4段3-6岁营养配方,22059051461,4,1,240,0.4
PINNACLE/沛沛澳 澳大利亚进口婴幼儿配方奶粉一段 5400g六罐组合,22033239206,0,0,0,5.4
施恩金装较大婴儿配方奶粉 （金装2阶段） 400克袋装 6个月-1周岁,22058796247,0,0,0,0.4
Wyeth/惠氏S-26智学因子金装学儿乐奶粉4段900克（3-7岁新配方）,22010503020,17,5,2439.5,0.9
惠氏奶粉 4段金装学儿乐学龄前儿童配方奶粉 3联包1200G盒装,21705411406,0,0,0,1.2
DutchCow荷兰乳牛原装进口1段仿生婴儿奶粉900g不上火易吸收,21974011792,0,2,0,0.9
贝因美婴幼儿新生奶粉1段一段 金装爱+1000g 牛奶粉,21942347569,6,1,1548,1
Wyeth/惠氏S-26金装智学因子健儿乐婴儿配方奶粉6-12个月 900g/桶,22056863065,23,8,4117,0.9
明一真棒baby较大婴儿奶粉幼儿奶粉二段牛奶粉2段 900g听装,16428047729,41,8,9799,0.9
美赞臣奶粉4段1200g*4盒 3岁以上 安儿健A+ 婴幼儿配方奶粉,21925271433,35,19,23702,1.2
倍爱 蓓尔欣 新西兰原装进口幼儿配方牛奶粉 3段 800g 幼儿奶粉,22075728960,10,0,3580,0.8
澳优有机能力多1段 初生婴儿奶粉200g克听装 原装进口 正品防伪,22055835301,2,3,198,0.2
圣元优博爱2段900g罐装 进口奶粉源婴幼儿奶粉 官方旗舰店,20099890015,166,32,11499,0.9
美赞臣 安儿健A+儿童配方奶粉 4段4800g整箱装 内含1200g盒装4盒,22021684218,0,0,0,4.8
明一a尔法盾2段婴幼儿牛奶粉二段正品3袋装400g*3 1200g三联包,21967972078,332,100,71598,0.4
【满200减20】伊利金领冠较大婴儿及幼儿配方奶粉2段900克*6 整箱,22082187484,30,17,27750,0.9
贝因美金装爱+新生儿配方奶粉1段900g婴幼儿牛奶 一段新鲜日期,21974759463,7,2,1743,0.9
Hikid聪尔壮 超级智慧 较大婴儿配方奶粉2段 罐装900g 品牌直发,22155384721,0,0,0,0.9
Hikid聪尔壮 超级智慧 婴儿配方奶粉1段 罐装900g 品牌直发,22155168437,0,0,0,0.9
美赞臣 安婴宝A+较大婴儿奶粉 2段4800g整箱装 内含1200g盒装4盒,22021840257,0,0,0,4.8
Bimbosan宾博 奶粉 瑞士原装进口 听装较大婴儿配方奶粉2段,22061307095,117,22,41886,0
明一a尔法盾婴幼儿牛奶粉3段三段400g*3三联包3袋装 1200g牛奶粉,21968084545,1221,364,259519,0.4
荷兰原装原罐进口Laitnacre/莱那珂婴幼儿牛奶粉精点360系列1段,20098803613,5,1,1390,0
新配方 惠氏金装健儿乐2段较大婴儿配方奶粉400g盒装,22150455531,0,0,0,0.4
Friso/美素佳儿 荷兰原装进口 金装较大婴儿配方奶粉 2段 900g,22215231459,0,0,0,0.9
厂家正品授权 400克金装太子乐2段 2013年11月份货 每人限购6袋,21651880275,0,0,0,0.4
Ausnutria/澳优官方正品100%原装进口能力多婴儿配方奶粉1段800g,22252935353,0,0,0,0.8
爱智宝 爱智宝罐装 800g 三段,22263079820,48,12,15744,0.8
Bimbosan宾博 奶粉 瑞士进口 原罐原装 听装幼儿配方奶粉 奶粉3段,22061303419,289,33,103462,0
贝欧莱有机婴儿奶粉 Baby’s Only美国原装进口3段(1-3岁)900g,22223143918,6,0,2850,0.9
新配方 惠氏金装健儿乐2段婴儿配方奶粉1200克盒装400g*3三联装,22150387335,24,4,5034,1.2
Wyeth惠氏S-26金装幼儿乐配方奶粉 三联包1200gx2组 3段,22274087667,0,0,0,1.2
Ausnutria/澳优官方正品100%原装进口能力多婴儿配方奶粉3段800g,22253339414,0,0,0,0.8
PINNACLE/沛沛澳 澳大利亚进口婴幼儿配方奶粉三段 3600g四罐组合,22188071443,0,0,0,3.6
美素佳儿 4段儿童配方奶粉 900g荷兰原装进口,22274023194,1,0,170,0.9
Ausnutria/澳优官方正品100%原装进口能力多婴儿配方奶粉二段800g,2222434141,7,2,2506,0.8
Newbaze/纽贝滋/进口奶源/剖安素一段配方奶粉900g听装,19485842696,0,0,0,0.9
惠氏-- illuma启赋2段900g 较大婴儿配方牛奶粉6-18月 400g(罐),22060755830,0,0,0,0.9
全国包邮Friso/美素佳儿 金装幼儿成长配方奶粉2段900g,16409745658,36,20,7164,0.9
雅士利 安贝慧 婴儿配方奶粉 1段 400g盒装 0-6个月,22116776126,13,1,68,0.4
完达山3段安力聪幼儿配方奶粉三段900g克/罐3段听装12-36个月包邮,22310076378,34,7,7820,0.9
拍下有惊喜 澳优有机能力多婴儿奶粉3段800gX2 正品 澳优能力多,22218611194,6,6,4776,0.8
新配方 惠氏金装学儿乐400g克 惠氏4段奶粉,22153971769,1,1,59,0.4
Ausnutria/澳优官方正品100%原装进口能力多婴儿配方奶粉三段800g,2224365201,5,3,1790,0.8
施恩金装幼儿配方奶粉（金装3阶段） 400克袋装 1-3周岁婴儿,22060208609,3,0,210,0.4
荷兰原装进口奶粉爱荷美婴幼儿配方3段900g/听12个月以上,22350831665,120,24,44271,0.9
爱智宝 爱智宝罐装 800g 二段,22262995888,70,18,22960,0.8
纽瑞滋 奶粉 金装婴儿配方奶粉1段1000g,22108544289,0,0,0,1
【Yabais雅贝氏】澳洲进口奶源IQ婴幼儿配方奶粉2段整箱900g*6罐,22351268263,7,2,5376,0.9
雀巢奶粉 1段 雀巢超级能恩奶粉1段 800g 0-12个月 原装进口,21580032009,0,0,0,0.8
澳大利亚奶粉特惠价 澳优能力多婴儿奶粉3段800gX2罐 正品新日期,22218907910,4,0,2864,0.8
Ausnutria/澳优正品 奶福婴儿奶粉三段600g/盒 100%荷兰原装进口,22329995034,0,0,0,0.6
【官方商城】雅贝氏澳洲进口奶源优育乐婴幼儿奶粉1段/900g*6罐,22402824035,4,1,4176,0.9
【Yabais/雅贝氏】澳洲进口奶粉超金装婴儿牛奶粉1段1000g*6罐,22345892034,3,3,1728,1
正品授权 澳优能力多1段 初生婴儿奶粉800g听原装进口 积分防伪,22093523282,0,0,0,0.8
施恩美儿乐婴儿配方奶粉（1阶段） 0~6个月婴儿 900g/罐,22200480022,0,0,0,0.9
新配方 惠氏金装爱儿乐1段婴儿配方奶粉1200克盒装400g*3三联装,22149739655,55,24,12973,1.2
幸福乃牛CaLuckyCow美国原装进口婴儿牛奶粉1段900g*1罐,22432475027,6,1,1968,0.9
2罐减 澳优超级能力多婴儿奶粉4段800gX2罐 进口奶粉 澳优能力多,22432515951,1,0,476,0.8
Heinz/亨氏 超金康儿高 一段奶粉 400g 欧洲原装进口牛奶粉,22093584723,0,0,0,0.4
人之初 超力银装3段婴儿奶粉 900gX1罐 买四送一,22415447753,0,0,0,0.9
娃哈哈爱迪生荷兰原装进口婴幼儿配方奶粉启智启力2段盒装400g*6,19960395796,7,2,3024,0.4
ONCARE旺儿佳 新西兰原装进口 2段婴儿配方乳粉 礼盒装包邮,22310664423,0,0,0,0
Abbott/雅培 金装小安素 900g*4 三段,22469859143,1,0,740,0.9
高培婴幼儿配方牛奶粉3段 新西兰原装进口 官方授权 包邮,22344840121,17,8,4930,0
Ausnutria/澳优官方正品100%原装进口能力多婴儿配方奶粉一段800g,2222418009,8,1,2864,0.8
亨氏欧洲原装进口超金康儿高配方奶粉一段婴儿奶粉900g 英国进口,22093940052,0,0,0,0.9
施恩金装较大婴儿配方奶粉（2阶段）6个月~1周岁较大婴儿 900g/罐,22199676522,0,0,0,0.9
雀巢超级能恩2段适度水解防过敏800g克奶粉 德国进口 2听18省包邮,22456107303,0,0,0,0.8
格恩迪 荷兰原装进口奶粉爱荷美婴幼儿配方1段900g/听0-6个月,22349635490,26,6,9576,0.9
澳优金装爱优婴儿奶粉1段(0-6个月) 400g 优选 最新日期,22424708681,0,0,0,0.4
贝因美 冠军宝贝 婴幼儿宝宝成长奶粉2段405g*2盒装,22521035274,2,0,273,0.405
美捷诚婴幼儿有机配方奶粉3段(1-3岁)900g*6罐 美国原装原罐进口,22410764730,3,2,5617,0.9
13年12月 WISSUN/明一 金智婴1段婴儿奶粉400克 MY3000,22540271657,6,1,318,0.4
14年3月WISSUN/明一α尔法盾2段幼儿奶粉900克 MY6230,22540555884,0,0,0,0.9
玛米力奶粉婴儿配方奶粉 1段 900克（0~6个月） 荷兰原装进口,22088768392,107,11,29746,0.9
14年4月 Nestle/雀巢力多精3段幼儿奶粉900克听 QC5841,22480296175,128,20,15296,0.9
13年11月WISSUN/明一α尔法盾2段幼儿奶粉400克 MY6353,22540735864,0,0,0,0.4
欧洲进口惠氏启赋 2段较大婴幼儿配方奶粉 6-18月900g罐装/听装,22433019661,6,1,2130.12,0.9
美赞臣3段 三段奶粉 婴幼儿奶粉安儿宝A+ 婴儿牛奶粉1200g*2盒装,22402411488,208,100,75269,1.2
【安全放心奶粉】飞鹤飞帆1段婴儿配方奶粉400g盒,22530531716,0,0,0,0.4
8折优惠】雅士利 新配方幼儿婴儿配方奶粉3段 700g 采用进口奶源,22420659601,4,1,188,0.7
14年2月 WISSUN/明一 金智婴3段幼儿奶粉900克 MY1112,22540535035,0,0,0,0.9
Wyeth惠氏 S-26金装幼儿乐幼儿配方奶粉1200g/盒3段1-3岁,22349851407,90,52,15276,1.2
牛栏1段奶粉 荷兰奶粉原装进口900g*6罐 0-6月婴儿奶粉诺优能1段,22060063783,0,0,0,0.9
娃哈哈爱迪生荷兰原装进口婴幼儿配方奶粉睿智睿力2段盒装400g,22527400169,54,4,4968,0.4
【天猫正品】Nestle/雀巢力多精3段400g克幼儿奶粉盒装 6盒包邮,22452675786,10,0,480,0.4
飞鹤 5星优护1段 婴儿配方奶粉 700g听装 星飞帆,22709956921,16,2,4368,0.7
ONCARE旺儿佳 新西兰原装进口 1段婴儿配方奶粉(乳粉) 礼盒装,22311120855,0,0,0,0
美捷诚婴幼儿有机配方奶粉1段(0-6月)900g*6罐 美国原装原罐进口,22410160406,1,1,2988,0.9
飞鹤 飞帆 幼儿配方奶粉 3段400g 盒装 1岁以上 部分地区4盒包邮,22710600690,316,35,16499,0.4
爱必达婴儿配方奶粉一段900g 0~6月,22506992006,0,0,0,0.9
澳优美纳多优能丹麦原装进口婴儿奶粉3段 1-3岁 900g/罐,22673164520,5,5,1640,0.9
美赞臣安儿健A+儿童配方奶粉4段900G四段900克3岁以上,22746128196,15,5,2370,0.9
【8折 2罐包快】飞鹤星飞帆3段5星优护幼儿配方奶粉700g正品罐装,22710392572,80,11,18006,0.7
[送喂养娃]伊利金领冠珍护2段6-18月较大婴儿奶粉800g*2罐听装,22723604270,64,25,42577.92,0.8
【官方商城】雅贝氏澳洲进口奶源金装婴幼儿奶粉1段整箱980g*6罐,22381544399,4,2,4284,0.98
德国原装进口雀巢超级能恩1段婴儿奶粉800g罐装 适度水解预防过敏,22457031806,42,16,12558,0.8
明一天籁慧贝较大婴儿奶粉2段 二段牛奶粉900g听装 宝贝专享,21577860648,145,33,41900,0.9
海王 金装喜安智婴儿配方奶粉 750g 一段,22689124313,1,1,287.99,0.75
益益奶粉 金装美丽健 初生婴儿配方奶粉0—6月 听装900g,22491744671,0,0,0,0.9
美赞臣2段奶粉900g*2罐/听 安婴宝A+二段罐装 婴幼儿配方奶粉2段,22727720261,0,0,0,0.9
【14年2月产】进口奶源雀巢能恩1段婴儿配方奶粉900g 宝宝奶粉,22460315042,0,0,0,0.9
DutchCow荷兰乳牛原装进口仿生婴儿奶粉1段900gx2罐不上火易收收,22719084224,1,2,398,0.9
海王喜安智 金装奶粉1段婴幼儿营养配方1段0-12月 100%原装进口,22809328703,243,63,69984,0
正品雅培奶粉金装智护幼儿喜康力3段400g*4盒装,22847020398,2,0,584,0.4
雀巢能恩2益生菌较大婴儿配方奶粉 (6-18个月) 900g/听,22854324389,0,0,0,0.9
13年12月 WISSUN/明一α尔法盾3段幼儿奶粉900克 MY6247,22540679644,0,0,0,0.9
【官方商城】雅贝氏澳洲进口奶源育乐婴幼儿奶粉3段/整箱900g*6罐,22403372266,2,0,1872,0.9
澳优 美纳多 益智系列 进口奶源婴儿奶粉3段 1-3岁 1200g/盒,22671812258,17,7,4046,1.2
多区包邮 雀巢能恩2段900g雀巢能恩奶粉罐装,22507963269,161,45,29447.63,0.9
[送轨道游乐园玩具]Nutrilon诺优能较大婴儿配方奶粉2段 进口牛栏,22850392637,4345,851,1911800,0
【官方正品】Maeil/每日宫奶粉韩国原装进口婴幼儿牛奶粉1段800g,22871088018,17,3,6766,0.8
14年4月 WISSUN/明一真棒baby婴儿奶粉1段900克 MY6780,22541127824,0,0,0,0.9
【天猫正品】Nestle/雀巢力多精1段400g克奶粉盒装 13年10月产,22452303753,0,0,0,0.4
DutchCow荷兰乳牛原装进口婴幼儿奶粉3段900g*2罐 仿生性价比最优,22719532035,0,10,0,0.9
【14年4月产】进口奶源雀巢能恩3段幼儿配方奶粉900g罐装,22460123891,12,2,1912,0.9
雅培 金装亲护 较大婴儿/幼儿配方奶粉 6-18个月 820g原装进口,22853236003,0,0,0,0.82
